"prim_key","work_employed","work_onleave","work_temp_unemployed","work_looking","work_retired","work_disabled","work_oth","work_occupation","work_self","inc_wage","inc_retempl","inc_self","inc_ss","inc_intdiv","inc_rent","inc_gov","inc_alimony","inc_child","inc_retsav","inc_wage_freq","inc_retempl_freq","inc_self_freq","inc_ss_freq","inc_intdiv_freq","inc_rent_freq","inc_gov_freq","inc_alimony_freq","inc_child_freq","inc_retsav_freq","paypref_b1","paypref_b2","paypref_nb1","paypref_nb2","paypref_lt10","paypref_10to25","paypref_25to50","paypref_50to100","paypref_100plus","mobile_howfunded","cc_num","paypref_web","cc_type_1","cc_type_2","cc_type_3","cc_type_4","cc_type_5","cc_type_6","cc_rewards_1","cc_rewards_2","cc_rewards_3","cc_rewards_4","cc_rewards_5","cc_rewards_6","cc_hasbal_1","cc_hasbal_2","cc_hasbal_3","cc_hasbal_4","cc_hasbal_5","cc_hasbal_6","cc_chip_1","cc_chip_2","cc_chip_3","cc_chip_4","cc_chip_5","cc_chip_6","dc_num","dc_logo_1","dc_logo_2","dc_logo_3","dc_logo_4","dc_logo_5","dc_rewards_1","dc_rewards_2","dc_rewards_3","dc_rewards_4","dc_rewards_5","dc_acct_1","dc_acct_2","dc_acct_3","dc_acct_4","dc_acct_5","shops_online","last_income_date","paypref_b1_why","paypref_b2_why","paypref_nb1_why","paypref_nb2_why","paypref_web_why","e_exp_csh","e_exp_chk","e_exp_od","e_exp_cc","e_exp_heloc","e_exp_sav","e_exp_payday","e_exp_fam","e_exp_cover","e_exp_pawn","e_exp_csh_saved","e_exp_chk_saved","e_exp_sav_saved","e_exp_svc_saved","e_exp_tot_saved","cashwith_amnt_prim","cashwith_amnt_oth","cashwith_location","cashwith_num_prim","cashwith_num_oth","interest_level","memory_lpd","memory_checkbook","memory_receipts","memory_finrec","memory_oth","next_income_date","scpc_date","gender","age","citizen","state_reside","marital_status","highest_education","hispaniclatino","hispaniclatino_group","race_white","race_black","race_asian","race_other","hh_size","income_hh","income_hh_gte500k","homeowner","home_value","home_debt","other_assets","other_debts","ind_weight"
"140100542",1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,4,,,,4,,,,,,3,2,3,1,3,3,3,3,3,,2,3,1,6,,,,,1,1,,,,,0,0,,,,,1,1,,,,,1,2,,,,,1,,,,,,,,,,1,9/15/2017,7,8,7,1,7,,,,,,2000,,,2000,,1000,0,35000,0,36000,100,0,1,4.3482141494751,,2,0,0,1,0,0,10/13/2017,9/19/2017,1,39,1,34,1,14,0,,1,0,0,0,3,17,,1,800000,500000,100000,150000,0.785557627677917
"140100575",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,3,2,3,1,2,3,3,3,3,,1,3,1,,,,,,1,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,10/5/2017,7,8,7,3,7,,,,2000,,,,,2000,,1000,0,5000,0,6000,100,0,5,4.3482141494751,,2,0,0,1,0,0,10/12/2017,10/3/2017,0,45,1,34,1,13,0,,1,0,0,0,2,16,,1,700000,340000,400000,0,0.51466178894043
"140100590",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,6,3,4,1,1,4,4,4,2,,1,3,1,,,,,,1,,,,,,1,,,,,,1,,,,,,2,1,1,,,,1,1,,,,1,2,,,,1,9/29/2017,3,6,3,3,8,0,2000,0,0,0,0,0,0,2000,0,0,8000,0,0,8000,50,100,4,2,1,2,0,0,0,0,0,10/13/2017,9/20/2017,0,52,1,34,5,13,0,,0,1,0,0,2,6,,0,,,15000,15000,0.434133470058441
"140100611",1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,1,4,,4,,,,,,,2,3,3,1,1,1,3,3,3,,2,3,1,1,,,,,1,1,,,,,0,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,9/29/2017,8,8,8,3,8,,2000,,,,,,,2000,,0,10191,8000,0,18191,150,0,2,4.3482141494751,,1,1,0,1,1,0,10/13/2017,9/23/2017,1,64,1,34,4,13,0,,1,0,0,0,1,12,,1,145000,0,150000,1700,0.32580691576004
"140100638",0,0,0,0,1,0,1,,,0,1,1,1,0,0,0,0,0,0,,4,8,4,,,,,,,2,3,3,1,1,1,3,3,3,,1,3,1,,,,,,1,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,9/29/2017,6,7,7,1,8,,,,2000,,,,,2000,,160,2000,5000,0,7160,300,120,1,3,4,2,0,1,1,1,0,11/1/2017,9/30/2017,1,76,1,34,1,14,0,,1,0,0,0,2,15,,1,610000,89000,,1000,0.564917922019959
"140100648",0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,7,2,4,3,4,4,3,3,3,,2,3,2,1,,,,,1,0,,,,,1,0,,,,,1,1,,,,,1,1,,,,,0,,,,,,,,,,1,1/23/2009,3,3,3,3,3,0,2000,0,0,0,0,0,0,2000,0,0,5000,0,0,5000,20,20,1,0.0833333358168602,0.0833333358168602,2,0,0,0,1,0,,9/21/2017,0,45,1,34,6,14,0,,1,0,0,0,1,1,,1,250000,48000,0,5000,0.287697196006775
"140100666",0,0,0,0,1,0,0,,,0,1,0,1,0,0,0,0,1,0,,4,,4,,,,,4,,7,3,3,1,3,3,3,3,3,,2,3,6,8,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,1,,6,3,7,3,3,200,200,200,400,,0,,,1000,,200,200,0,0,400,100,0,1,2,,1,0,0,0,0,0,10/18/2017,9/23/2017,0,75,1,34,5,9,0,,1,0,0,0,2,12,,0,,,30000,5000,2.2063889503479
"140100679",1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,4,4,,,6,,,,,,3,2,1,3,1,1,3,3,3,,3,3,2,3,3,,,,1,1,1,,,,0,0,0,,,,1,1,1,,,,2,1,1,,,,0,0,,,,1,2,,,,1,9/30/2017,6,3,3,6,6,0,0,0,0,0,2000,0,0,2000,0,0,1900,200000,0,201900,80,0,1,0.5,,2,0,0,1,1,0,10/31/2017,9/20/2017,1,58,1,34,6,16,0,,0,0,1,0,1,15,,1,400000,0,0,0,0.664663672447205
"140100683",0,0,0,0,1,0,0,,,0,0,0,1,0,0,0,0,0,0,,,,4,,,,,,,2,1,3,1,1,1,3,3,3,,2,,2,5,,,,,1,0,,,,,1,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,0,9/1/2017,6,3,10,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,4.3482141494751,,2,0,1,1,1,0,10/3/2017,9/26/2017,1,75,1,34,6,10,0,,1,0,0,0,1,4,,0,,,3000,2000,0.448234587907791
"140100701",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,2,7,3,4,4,3,3,3,3,,2,10,6,2,,,,,1,1,,,,,0,1,,,,,1,1,,,,,1,1,,,,,0,,,,,1,,,,,1,9/22/2017,6,3,3,3,3,,800,,,,,,,800,,21,780,0,0,801,100,40,1,2,0.25,1,0,0,1,1,0,10/20/2017,9/29/2017,1,40,1,41,1,14,0,,1,0,0,0,4,16,,0,,,100000,6000,0.785557627677917
"140100715",0,0,0,0,1,0,0,,,0,1,0,1,1,0,0,0,0,1,,4,,4,5,,,,,4,3,2,3,2,1,3,3,3,3,,1,3,1,,,,,,1,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,10/4/2017,3,6,3,6,3,,2000,,,,,,,2000,,400,3000,0,0,3400,200,0,2,0.416666656732559,,2,0,0,1,1,0,11/1/2017,9/20/2017,1,87,1,34,1,13,0,,1,0,0,0,2,13,,1,200000,0,150000,0,0.393737494945526
"140100772",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,7,2,4,3,1,4,4,4,4,,2,4,6,2,,,,,1,0,,,,,1,1,,,,,1,1,,,,,1,1,,,,,0,,,,,,,,,,1,10/20/2017,3,1,2,3,2,,,,,,2000,,,2000,,0,2400,6500,0,8900,100,80,1,4,2,1,0,0,1,1,0,11/22/2017,9/23/2017,0,49,1,34,1,16,0,,1,0,0,0,4,17,,1,540000,370000,15000,120000,0.956943452358246
"140100781",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,4,4,2,1,1,1,4,4,,1,3,2,,,,,,0,,,,,,0,,,,,,1,,,,,,1,2,,,,,0,,,,,,,,,,1,10/13/2017,6,6,6,6,6,100,400,0,0,0,0,0,0,500,0,0,0,0,0,0,100,100,1,4.3482141494751,4.3482141494751,2,1,0,1,0,0,10/20/2017,9/20/2017,1,48,1,34,1,9,0,,1,0,0,0,4,12,,1,1500,1000,0,2000,2.94436955451965
"140100788",1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,,,9,,,,,,,,7,2,4,1,1,4,4,4,3,,1,4,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,9/8/2017,3,3,3,1,3,0,0,0,0,0,2000,0,0,2000,0,0,0,20000,0,20000,60,0,1,2,,2,0,0,0,1,0,10/6/2017,9/19/2017,0,62,1,34,1,15,0,,1,0,0,0,2,14,,1,475000,0,75000,17000,0.387249708175659
"140100804",0,0,0,0,1,0,0,,,0,1,0,1,0,0,0,0,0,0,,4,,4,,,,,,,6,2,3,1,1,1,5,3,3,,2,3,3,2,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,10/2/2017,2,10,3,3,8,0,0,0,0,0,2000,0,0,2000,0,200,0,3649,0,3849,200,0,1,2,,1,0,1,1,1,0,10/31/2017,9/27/2017,0,65,1,34,4,13,0,,0,1,0,0,2,15,,1,445000,245000,200000,12133,2.06216621398926
"140100805",1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,,,,4,,,,,,3,6,3,2,3,3,3,3,3,,1,3,2,,,,,,1,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,9/15/2017,7,3,7,3,7,0,0,0,2000,0,0,0,0,2000,0,50,5000,10000,0,15050,200,200,1,2,0.666666686534882,2,0,0,1,1,0,11/1/2017,9/19/2017,0,47,1,34,1,13,0,,1,0,0,0,2,17,,1,260000,0,100000,25000,0.51466178894043
"140100841",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,7,3,1,3,1,1,1,1,3,,1,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,2,,,,,0,,,,,,,,,,0,9/28/2017,3,3,3,3,,,,,1000,,,,1000,2000,,0,0,0,0,0,200,0,1,4.3482141494751,,2,0,0,1,0,0,10/5/2017,9/20/2017,1,59,1,36,1,9,0,,1,0,0,0,2,16,,0,,,0,4000,1.97658121585846
"140100852",0,0,0,0,1,0,0,,,0,1,0,1,0,0,0,0,0,1,,4,,4,,,,,,5,4,3,1,6,1,1,1,4,4,,2,4,1,2,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,2,,,,,1,,,,,1,,,,,1,10/25/2017,3,1,4,3,3,,,,,,2000,,,2000,,1394,989,3235,0,5618,500,0,1,2,,3,1,0,0,0,0,10/25/2017,9/21/2017,0,79,1,6,5,13,0,,0,1,0,0,1,12,,1,240000,73489,200000,1390,1.82131493091583
"140100856",0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,6,7,3,4,4,4,3,3,3,,1,3,1,,,,,,1,,,,,,0,,,,,,1,,,,,,1,1,,,,,0,,,,,1,,,,,1,10/23/2017,3,3,7,2,7,,2000,,,,,,,2000,,16,7792,0,0,7808,20,20,1,0.333333343267441,0.25,2,0,0,0,1,0,,10/25/2017,0,25,1,11,6,13,1,4,1,0,0,0,2,18,500000,1,750000,70000,10000,0,1.63802897930145
"140100879",1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,3,4,3,4,3,3,3,3,3,,3,3,6,1,1,,,,1,1,1,,,,1,0,1,,,,1,1,1,,,,1,1,,,,,1,,,,,,,,,,1,10/5/2017,3,3,3,3,8,265,1688,0,0,0,47,0,0,2000,0,0,265,47,0,312,40,20,1,0.416666656732559,0.333333343267441,1,0,0,0,1,0,10/19/2017,9/20/2017,0,31,1,47,1,14,0,,1,0,0,0,2,16,,1,450000,400000,5000,150000,0.752290010452271
"140100909",0,0,0,0,0,1,0,,,0,0,0,1,0,0,1,0,0,0,,,,4,,,4,,,,1,4,1,4,1,1,1,1,4,,1,6,4,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,10/3/2017,3,1,9,1,3,0,809,0,60,0,0,0,0,869,0,0,0,0,0,0,40,40,1,4,2,1,0,0,0,1,0,11/3/2017,9/19/2017,1,60,1,36,3,10,0,,0,1,0,0,3,6,,0,,,3000,1000,0.58108001947403
"140100915",1,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,,,1,,5,,,,,,7,2,1,3,1,1,1,1,3,,1,10,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,10/6/2017,6,3,1,1,3,,,,,,,,750,750,,50,85,85,0,220,100,50,1,4.3482141494751,2,3,0,0,0,0,0,10/23/2017,10/15/2017,1,62,1,36,4,13,1,2,1,1,0,0,3,14,,0,,,650000,11000,1.42844724655151
"140100935",1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,,4,,,,,,,,4,7,4,1,1,1,4,4,4,,1,4,1,,,,,,0,,,,,,1,,,,,,1,,,,,,1,1,,,,,0,,,,,1,,,,,1,10/19/2017,2,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4,4.3482141494751,1,3,0,0,0,0,0,10/31/2017,9/19/2017,0,32,1,36,1,10,0,,1,0,0,0,3,14,,0,,,0,25000,0.882384479045868
"140101041",1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2,,,,,4,,,,,7,2,3,1,1,3,3,3,3,,3,3,1,1,2,,,,1,1,1,,,,0,0,0,,,,1,1,1,,,,1,1,,,,,0,,,,,1,,,,,1,10/5/2017,3,3,7,3,3,,,,,,2000,,,2000,,0,,15600,0,15600,200,0,1,4.3482141494751,,1,0,1,1,1,0,10/19/2017,9/19/2017,1,53,1,36,1,13,0,,1,0,0,0,3,17,,1,1500000,640000,2000000,0,0.802999377250671
"140101130",0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,8,1,8,1,1,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10/7/2017,3,8,9,3,,100,,,,,,,,100,,7,0,0,0,7,100,0,5,4.3482141494751,,2,1,1,1,0,0,,9/25/2017,1,27,1,36,4,10,1,5,1,0,0,0,2,2,,0,,,1000,10000,2.41612195968628
"140101154",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,6,2,3,4,4,3,3,3,3,,2,3,1,1,,,,,1,1,,,,,0,0,,,,,1,1,,,,,1,1,,,,,0,,,,,1,,,,,1,9/30/2017,3,6,3,3,8,,,,2000,,,,,2000,,300,0,5000,0,5300,100,100,1,1,1,2,0,0,1,0,0,10/16/2017,9/23/2017,0,43,1,34,1,14,0,,0,1,0,0,2,15,,1,285000,240000,0,25000,0.822627246379852
"140101180",0,0,0,0,1,0,0,,,0,1,0,1,1,0,0,0,0,0,,4,,4,4,,,,,,7,2,3,2,1,1,3,3,3,,3,3,2,6,1,,,,1,1,1,,,,0,0,0,,,,1,1,1,,,,1,1,,,,,1,,,,,,,,,,1,10/1/2017,3,6,3,6,3,,2000,,,,,,,2000,,500,5000,10000,0,15500,300,0,1,4.3482141494751,,2,1,0,1,0,0,11/1/2017,9/19/2017,1,64,1,36,1,14,0,,1,0,0,0,2,16,,1,550000,0,350000,0,0.357948929071426
"140101188",0,0,0,0,1,0,0,,,0,1,0,1,1,0,0,0,0,1,,4,,4,4,,,,,4,2,6,3,1,1,3,3,3,3,,2,3,1,2,,,,,1,1,,,,,0,0,,,,,1,1,,,,,1,2,,,,,0,,,,,1,,,,,1,9/18/2017,3,3,3,3,3,,,,,,2000,,,2000,,335,2766,100000,170,103271,300,0,2,2,,1,0,0,1,1,0,10/16/2017,9/22/2017,1,80,1,36,1,14,0,,1,0,0,0,2,13,,1,,,,,0.437126904726028
"140101209",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,7,2,3,1,1,3,3,3,3,,2,,6,1,,,,,1,1,,,,,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,0,10/15/2017,3,6,3,3,,0,2000,0,0,0,0,0,0,2000,0,0,2401,163500,0,165901,400,0,1,0.5,,2,1,1,0,1,0,10/31/2017,9/20/2017,1,63,1,36,1,13,0,,1,0,0,0,2,17,,1,600000,0,200000,0,0.357948929071426
"140101229",1,0,0,0,0,0,0,2,0,1,0,,0,0,0,0,0,0,0,2,,,,,,,,,,6,7,1,4,1,1,1,1,3,,2,3,1,1,,,,,0,0,,,,,1,0,,,,,1,0,,,,,2,2,2,,,,0,0,,,,2,1,,,,1,10/6/2017,3,3,3,3,3,,2000,,,,,,,2000,,500,7500,25000,0,33000,50,0,4,4.3482141494751,,3,0,0,0,0,0,10/27/2017,9/20/2017,1,59,1,36,1,11,0,,1,0,0,0,3,16,,1,425000,0,150000,10000,0.97919774055481
"140101241",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,7,3,3,12,12,12,12,3,3,1,1,3,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,9/15/2017,3,7,7,3,7,,,,,,2000,,,2000,,5,1500,40000,0,41505,40,0,1,2,,2,0,0,0,1,0,10/13/2017,9/21/2017,1,34,1,36,1,14,0,,1,0,0,0,3,16,,0,,,0,100000,3.49498128890991
"140101256",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,6,4,1,4,1,1,1,1,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/29/2017,1,9,3,3,3,100,400,,,,,,,500,,100,500,0,0,600,300,150,2,4.3482141494751,13.0446424484253,1,0,0,1,0,1,10/13/2017,9/19/2017,0,39,1,36,1,10,0,,1,0,0,0,4,15,,1,310000,255000,10000,10000,0.466342836618423
"140101263",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,3,2,3,1,3,3,3,3,3,,1,3,3,,,,,,1,,,,,,0,,,,,,1,,,,,,1,2,,,,,0,,,,,,,,,,1,10/13/2017,7,1,7,3,7,0,2000,0,0,0,0,0,0,2000,0,32,45787,5,0,45824,60,20,1,1,0.25,1,0,0,0,1,1,10/31/2017,10/15/2017,1,36,1,36,1,14,0,,1,0,0,0,3,15,,1,441167,291360,20000,6295,0.785557627677917
"140101269",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,4,4,2,1,4,4,4,4,,1,4,1,,,,,,0,,,,,,0,,,,,,1,,,,,,1,2,,,,,0,,,,,,,,,,1,10/19/2017,2,2,2,6,2,,,,,,2000,,,2000,,350,1637,41300,20,43307,60,0,1,3,,1,0,1,1,1,0,11/2/2017,9/25/2017,0,58,1,36,4,12,0,,1,0,0,0,1,14,,0,,,38000,18000,0.487564086914063
"140101307",1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,7,2,4,1,1,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,0,,,,,,,,,,0,10/5/2017,3,1,9,1,,50,50,,,,,,,100,,100,0,0,0,100,20,0,1,2,,2,0,0,0,0,0,,9/23/2017,0,50,1,36,1,11,0,,1,0,0,0,4,13,,1,229000,0,2000,0,0.611278593540192
"140101309",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,,,,9,,,,,,6,3,3,4,1,1,1,3,3,,2,3,1,1,,,,,1,1,,,,,0,0,,,,,1,1,,,,,1,1,,,,,0,,,,,,,,,,1,9/26/2017,3,3,3,3,3,,,,,,2000,,,2000,,500,0,8250,0,8750,200,0,1,2,,1,0,1,1,1,0,10/10/2017,9/20/2017,1,64,1,36,4,14,0,,1,0,0,0,2,16,,1,200000,54000,400000,5500,0.357948929071426
"140101332",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,3,10,3,10,3,3,3,3,3,,2,3,3,1,,,,,1,1,,,,,0,0,,,,,1,0,,,,,1,1,,,,,1,,,,,,,,,,1,9/29/2017,7,1,7,1,7,,2000,,,,,,,2000,,0,5314,0,0,5314,80,0,1,0.25,,1,0,1,0,1,0,10/13/2017,9/21/2017,1,36,1,36,6,14,0,,1,0,0,0,2,16,,1,180000,115000,140000,12000,0.429501086473465
"140101334",0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,6,4,4,3,1,4,4,4,3,,1,4,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,2,,,,,0,,,,,,,,,,1,10/10/2008,1,6,3,8,3,,,,,,2000,,,2000,,2000,3500,46000,150,51650,60,20,1,2,1,1,0,0,1,1,0,,9/20/2017,0,46,1,36,1,9,0,,1,0,0,0,4,15,,1,250000,170000,70000,43000,3.51201152801514
"140101363",0,0,0,0,1,0,0,,,0,1,0,0,0,0,0,0,0,0,,4,,,,,,,,,2,4,3,4,1,4,4,4,3,,4,3,1,3,2,8,,,1,1,0,1,,,0,0,0,0,,,1,1,0,0,,,1,2,,,,,0,,,,,,,,,,1,9/29/2017,8,2,8,2,8,,,,,,2000,,,2000,,200,962,5000,47,6209,20,10,1,2,1,2,0,0,1,0,0,10/31/2017,9/19/2017,1,62,1,36,1,13,0,,1,0,0,0,2,12,,1,135000,0,200000,1700,0.568911135196686
"140101380",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,2,4,1,1,1,4,4,4,,3,4,1,2,1,,,,1,1,1,,,,1,1,0,,,,1,1,1,,,,2,1,2,,,,1,0,,,,1,2,,,,1,10/18/2017,3,1,3,1,1,,,,,,2000,,,2000,,150,500,9000,100,9750,40,100,4,8.6964282989502,2,2,0,1,1,0,0,11/15/2017,9/29/2017,0,55,1,36,1,14,0,,1,0,0,0,2,15,,1,102000,8500,190000,50000,0.495394349098206
"140101385",1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,2,3,1,,,,,,,2,3,2,4,1,3,3,3,3,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,0,,,,,,,,,,1,10/6/2017,1,3,3,3,3,,,,,,,,800,800,,10,128,65,70,273,60,20,1,1,0.16666667163372,1,0,0,0,1,0,10/20/2017,9/30/2017,0,49,1,36,4,10,0,,1,0,0,0,3,11,,0,,,8000,24000,0.611278593540192
"140101388",0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,4,1,4,1,1,4,4,4,4,,1,4,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,11/21/2008,1,1,1,1,1,0,200,0,0,0,100,0,0,300,0,29,170,209,0,408,20,100,4,2,1,2,0,0,1,1,0,,9/21/2017,0,48,1,36,1,13,0,,1,0,0,0,5,13,,1,180000,123000,60000,46200,0.539381802082062
"140101421",1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,4,1,4,1,4,4,4,4,4,,1,,2,,,,,,0,,,,,,0,,,,,,1,,,,,,1,2,,,,,0,,,,,,,,,,0,10/13/2017,3,3,3,3,,0,300,0,0,0,0,0,0,300,0,0,823,0,0,823,20,20,4,4,2,3,0,0,0,0,0,10/27/2017,10/14/2017,0,29,1,36,1,14,0,,1,0,0,0,2,13,,1,141000,140000,0,38000,0.517911195755005
"140101438",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,3,4,7,4,4,4,4,4,,,10,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,0,,,,,,,,,,1,10/6/2017,8,3,3,3,9,,2000,,,,,,,2000,,1000,5000,30000,80,36080,100,20,1,0.16666667163372,1,1,0,0,0,1,0,11/3/2017,9/24/2017,1,39,1,36,1,13,0,,1,0,0,0,3,15,,1,130000,27000,0,0,0.785557627677917
"140101440",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,4,3,7,4,4,4,4,4,,1,4,2,,,,,,0,,,,,,1,,,,,,0,,,,,,1,1,,,,,0,,,,,1,,,,,1,9/21/2017,3,8,3,3,2,,,,,,2000,,,2000,,,,2000,,2000,40,20,4,4.3482141494751,4.3482141494751,3,1,0,0,1,0,10/5/2017,9/21/2017,0,30,1,36,6,5,0,,1,0,0,0,4,10,,0,,,7000,20000,2.95478558540344
"140101443",1,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,,,1,,,,,,,,7,2,3,1,1,1,3,3,3,,1,11,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,2,,,,,0,,,,,,,,,,1,10/25/2017,3,3,3,1,3,0,0,0,0,0,2000,0,0,2000,0,0,0,10000,0,10000,0,200,5,0,8.6964282989502,2,0,1,0,0,0,10/31/2017,10/6/2017,0,52,1,36,1,10,0,,1,0,0,0,2,10,,1,300000,80000,0,0,0.393303573131561
"140101458",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,6,2,1,13,1,1,6,6,6,,1,10,1,,,,,,0,,,,,,0,,,,,,1,,,,,,1,3,,,,,0,,,,,,,,,,1,10/13/2017,3,3,3,3,8,2000,0,0,0,0,0,0,0,2000,0,3300,0,0,0,3300,50,0,2,4.3482141494751,,3,0,0,0,0,1,10/27/2017,9/24/2017,1,49,1,36,1,9,0,,1,0,0,0,3,13,,1,85000,1800,200000,8000,2.84678030014038
"140101461",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,6,4,4,3,4,4,4,4,3,,1,4,3,,,,,,1,,,,,,1,,,,,,1,,,,,,2,1,1,,,,0,0,,,,1,2,,,,1,10/13/2017,6,3,3,3,2,0,0,0,0,0,0,0,2000,2000,0,100,188,0,0,288,40,50,1,2,0.25,2,0,0,0,1,0,11/10/2017,10/3/2017,0,31,1,36,1,10,0,,1,0,0,0,4,13,,1,140000,100000,0,55000,0.882384479045868
"140101469",0,0,0,0,0,1,0,,,0,0,0,0,0,0,1,0,0,0,,,,,,,4,,,,8,1,1,4,1,1,4,4,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,0,,,,,,,,,,1,10/3/2017,4,8,3,1,6,,,,,,,,300,300,,0,0,0,0,0,100,0,4,1,,2,0,0,1,0,0,11/3/2017,9/19/2017,0,60,1,36,4,10,0,,0,1,0,0,1,5,,0,,,0,350,0.579814672470093
"140101474",1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,7,4,4,1,1,4,4,3,3,,2,3,1,2,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,0,,,,,,,,,,1,10/18/2017,3,3,3,3,8,,500,,,,1500,,,2000,,23,537,1678,0,2238,40,20,1,2,2,1,0,0,1,1,0,10/31/2017,9/21/2017,0,37,1,36,6,14,0,,1,0,0,0,5,11,,0,,,5000,140000,0.735967934131622
